Sample,Total_sites,Valid_sites,Correct_sites,Accuracy,Track1_accuracy,Track2_accuracy,Founder_accuracy,Founder_Track1_accuracy,Founder_Track2_accuracy,Direct_matches,Flipped_matches,Dominant_phase,Contig,Generation,Track_avg,Phase_error_gap,Allele_founder_gap
F3_175,411246,411245,411242,0.9999927050784811,1.0,0.9999927050784811,0.9991294726987562,0.9998249218835488,0.9993045508152075,379196,411243,Flipped,chr3,F3,0.9999963525392406,-3.6474607594261244e-06,0.0008632323797249652
F3_176,411246,411245,411245,1.0,1.0,1.0,0.9992534863645759,0.9997811523544359,0.9994723340101399,377703,411246,Flipped,chr3,F3,1.0,0.0,0.0007465136354241064
F3_181,411246,411245,411245,1.0,1.0,1.0,0.9967148536760325,0.9973616700506998,0.9993410254228015,382297,411246,Flipped,chr3,F3,1.0,0.0,0.0032851463239674805
F3_185,411246,411245,411245,1.0,1.0,1.0,0.9997130664202605,0.9998881445367117,0.9998249218835488,379386,411246,Flipped,chr3,F3,1.0,0.0,0.0002869335797395234
F3_186,411246,411245,411245,1.0,1.0,1.0,0.9991270410582499,0.999990273437975,0.999136767620275,383005,411246,Flipped,chr3,F3,1.0,0.0,0.0008729589417501016
F3_190,411246,411245,411245,1.0,1.0,1.0,0.9931330472103004,0.9999148925822806,0.9932181546280198,381522,411246,Flipped,chr3,F3,1.0,0.0,0.006866952789699621
F3_193,411246,411245,411245,1.0,0.9999951367189874,0.9999951367189874,0.9990808398886308,0.999000595751924,0.9997933105569673,390312,411244,Flipped,chr3,F3,0.9999951367189874,4.863281012568166e-06,0.0009191601113691661
F3_194,411246,411245,411245,1.0,1.0,1.0,0.9997592675898795,0.999990273437975,0.9997689941519046,391961,411246,Flipped,chr3,F3,1.0,0.0,0.00024073241012045887
F3_195,411246,411245,411245,1.0,1.0,1.0,0.9997835839949422,0.9998419433670926,0.9999416406278496,391938,411246,Flipped,chr3,F3,1.0,0.0,0.0002164160050578401
F3_196,411246,411245,411245,1.0,1.0,1.0,0.9996984765772228,0.9996984765772228,1.0,376926,411246,Flipped,chr3,F3,1.0,0.0,0.0003015234227772279
F3_197,411246,411245,411245,1.0,1.0,1.0,0.9989106250531922,0.999037070359518,0.9998735546936741,386137,411246,Flipped,chr3,F3,1.0,0.0,0.0010893749468078306
F3_198,411246,411245,411245,1.0,1.0,1.0,0.9998565332101302,0.9999221875037995,0.9999343457063308,388241,411246,Flipped,chr3,F3,1.0,0.0,0.0001434667898697617
F1_2,183704,183703,183703,1.0,1.0,1.0,0.9999455643076052,0.9999564514460841,0.999989112861521,134445,183704,Flipped,chr4,F1,1.0,0.0,5.4435692394827484e-05
F1_4,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,137486,183704,Flipped,chr4,F1,1.0,0.0,0.0
F2_2,183704,183703,183703,1.0,0.9816987202168718,0.9816987202168718,0.9927872707576904,0.8997566724549952,0.9069694016973049,166942,180342,Flipped,chr4,F2,0.9816987202168718,0.018301279783128233,0.007212729242309646
F2_3,183704,183703,183702,0.9999945564307605,1.0,0.9999945564307605,0.9324398621688269,0.9999564514460841,0.9324834107227427,129618,183703,Flipped,chr4,F2,0.9999972782153803,-2.7217846197968854e-06,0.06755469426193361
F2_4,183704,183703,183703,1.0,1.0,1.0,0.9579157662095883,1.0,0.9579157662095883,155721,183704,Flipped,chr4,F2,1.0,0.0,0.04208423379041171
F2_5,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,1.0,0.9999945564307605,152778,183704,Flipped,chr4,F2,1.0,0.0,5.443569239482748e-06
F2_7,183704,183703,183703,1.0,1.0,1.0,0.9736150198962455,0.9736150198962455,1.0,145312,183704,Flipped,chr4,F2,1.0,0.0,0.026384980103754452
F2_8,183704,183703,183703,1.0,1.0,1.0,0.9998693543382525,0.9999564514460841,0.9999129028921684,160682,183704,Flipped,chr4,F2,1.0,0.0,0.00013064566174747494
F2_10,183704,183703,183703,1.0,1.0,1.0,0.9388142817482567,0.9918019847253448,0.947012297022912,147677,183704,Flipped,chr4,F2,1.0,0.0,0.06118571825174335
F2_12,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,0.9999945564307605,1.0,136435,183704,Flipped,chr4,F2,1.0,0.0,5.443569239482748e-06
F2_14,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,1.0,0.9999836692922816,130235,183704,Flipped,chr4,F2,1.0,0.0,1.6330707718448245e-05
F2_16,183704,183703,183703,1.0,1.0,1.0,0.9990038268291753,1.0,0.9990038268291753,142968,183704,Flipped,chr4,F2,1.0,0.0,0.0009961731708246768
F2_18,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.999989112861521,0.9999945564307605,142318,183704,Flipped,chr4,F2,1.0,0.0,1.6330707718448245e-05
F2_19,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.999989112861521,0.9999945564307605,148311,183704,Flipped,chr4,F2,1.0,0.0,1.6330707718448245e-05
F2_21,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,0.9999945564307605,0.9999836692922816,141913,183704,Flipped,chr4,F2,1.0,0.0,2.1774276957930994e-05
F2_23,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,0.999989112861521,0.999989112861521,142203,183704,Flipped,chr4,F2,1.0,0.0,2.1774276957930994e-05
F2_29,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,1.0,0.999989112861521,154156,183704,Flipped,chr4,F2,1.0,0.0,1.0887138478965497e-05
F2_30,183704,183703,183703,1.0,1.0,1.0,0.9917802104483868,0.9917856540176263,0.9999945564307605,140601,183704,Flipped,chr4,F2,1.0,0.0,0.008219789551613177
F2_33,183704,183703,183703,1.0,1.0,1.0,0.9997060472610682,0.9997278215380261,0.9999782257230421,150868,183704,Flipped,chr4,F2,1.0,0.0,0.00029395273893184637
F2_35,183704,183703,183703,1.0,1.0,1.0,0.9999510078768447,0.999989112861521,0.9999618950153236,158070,183704,Flipped,chr4,F2,1.0,0.0,4.8992123155344736e-05
F2_36,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,140906,183704,Flipped,chr4,F2,1.0,0.0,0.0
F2_38,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,138165,183704,Flipped,chr4,F2,1.0,0.0,0.0
F2_39,183704,183703,183703,1.0,1.0,1.0,0.9999673385845631,0.9999673385845631,1.0,162376,183704,Flipped,chr4,F2,1.0,0.0,3.266141543689649e-05
F2_40,183704,183703,183703,1.0,1.0,1.0,0.9998421364920551,0.9998421364920551,1.0,165233,183704,Flipped,chr4,F2,1.0,0.0,0.00015786350794488868
F2_41,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.999989112861521,1.0,138210,183704,Flipped,chr4,F2,1.0,0.0,1.0887138478965497e-05
F2_42,183704,183703,183703,1.0,1.0,1.0,0.9853785730227596,0.9857759535772416,0.9996026194455181,144935,183704,Flipped,chr4,F2,1.0,0.0,0.014621426977240448
F2_43,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,167617,183704,Flipped,chr4,F2,1.0,0.0,0.0
F2_46,183704,183703,183703,1.0,1.0,1.0,0.991714887617513,0.9999129028921684,0.9918019847253448,141091,183704,Flipped,chr4,F2,1.0,0.0,0.00828511238248697
F2_48,183704,183703,183703,1.0,1.0,1.0,0.9917910975868658,0.9918019847253448,0.999989112861521,146224,183704,Flipped,chr4,F2,1.0,0.0,0.008208902413134211
F2_51,183704,183703,183703,1.0,1.0,1.0,0.9999673385845631,0.9999727821538026,0.9999945564307605,155654,183704,Flipped,chr4,F2,1.0,0.0,3.266141543689649e-05
F2_55,183704,183703,183703,1.0,1.0,1.0,0.9783781429807896,0.999989112861521,0.9783890301192686,133213,183704,Flipped,chr4,F2,1.0,0.0,0.021621857019210378
F2_56,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,0.999989112861521,0.999989112861521,131575,183704,Flipped,chr4,F2,1.0,0.0,2.1774276957930994e-05
F2_58,183704,183703,183703,1.0,1.0,1.0,0.9994229816606153,0.999989112861521,0.9994338687990942,145768,183704,Flipped,chr4,F2,1.0,0.0,0.0005770183393847272
F2_59,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,1.0,0.9999836692922816,136809,183704,Flipped,chr4,F2,1.0,0.0,1.6330707718448245e-05
F2_62,183704,183703,183703,1.0,1.0,1.0,0.9986118898439329,0.9986227769824119,0.999989112861521,133264,183704,Flipped,chr4,F2,1.0,0.0,0.0013881101560671016
F2_63,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.999989112861521,1.0,136285,183704,Flipped,chr4,F2,1.0,0.0,1.0887138478965497e-05
F2_64,183704,183703,183703,1.0,1.0,1.0,0.9999564514460841,1.0,0.9999564514460841,139005,183704,Flipped,chr4,F2,1.0,0.0,4.354855391586199e-05
F2_66,183704,183703,183703,1.0,1.0,1.0,0.9999292335998867,0.9999292335998867,1.0,152505,183704,Flipped,chr4,F2,1.0,0.0,7.076640011327573e-05
F2_69,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.9999945564307605,0.999989112861521,155187,183704,Flipped,chr4,F2,1.0,0.0,1.6330707718448245e-05
F2_73,183704,183703,183703,1.0,1.0,1.0,0.994453002944971,0.9944693336526894,0.9999836692922816,159549,183704,Flipped,chr4,F2,1.0,0.0,0.005546997055029035
F2_74,183704,183703,183703,1.0,1.0,1.0,0.9845838119137956,1.0,0.9845838119137956,138452,183704,Flipped,chr4,F2,1.0,0.0,0.015416188086204374
F2_75,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,1.0,0.999989112861521,145231,183704,Flipped,chr4,F2,1.0,0.0,1.0887138478965497e-05
F2_80,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.999989112861521,1.0,167781,183704,Flipped,chr4,F2,1.0,0.0,1.0887138478965497e-05
F2_82,183704,183703,183703,1.0,1.0,1.0,0.9916767826328367,0.991736661894471,0.9999401207383657,154129,183704,Flipped,chr4,F2,1.0,0.0,0.00832321736716335
F2_83,183704,183703,183703,1.0,1.0,1.0,0.9993794331066994,0.9998802414767315,0.9994991916299679,144716,183704,Flipped,chr4,F2,1.0,0.0,0.0006205668933005892
F2_87,183704,183703,183703,1.0,1.0,1.0,0.9999455643076052,0.999989112861521,0.9999564514460841,149802,183704,Flipped,chr4,F2,1.0,0.0,5.4435692394827484e-05
F2_89,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.999989112861521,1.0,148140,183704,Flipped,chr4,F2,1.0,0.0,1.0887138478965497e-05
F2_92,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,144587,183704,Flipped,chr4,F2,1.0,0.0,0.0
F2_93,183704,183703,183703,1.0,1.0,1.0,0.9997931443688998,1.0,0.9997931443688998,136643,183704,Flipped,chr4,F2,1.0,0.0,0.00020685563110023342
F2_94,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.999989112861521,1.0,139530,183704,Flipped,chr4,F2,1.0,0.0,1.0887138478965497e-05
F2_96,183704,183703,183703,1.0,1.0,1.0,0.9914699270017365,0.9918019847253448,0.9996679422763918,158660,183704,Flipped,chr4,F2,1.0,0.0,0.008530072998263472
F2_99,183704,183703,183703,1.0,1.0,1.0,0.9999510078768447,1.0,0.9999510078768447,137507,183704,Flipped,chr4,F2,1.0,0.0,4.8992123155344736e-05
F3_0,183704,183703,183703,1.0,1.0,1.0,0.999874797907492,0.9999292335998867,0.9999401207383657,169548,183704,Flipped,chr4,F3,1.0,0.0,0.0001252020925079922
F3_1,183704,183703,183703,1.0,1.0,1.0,0.9996407244301944,0.9996679422763918,0.9999727821538026,144622,183704,Flipped,chr4,F3,1.0,0.0,0.00035927556980563935
F3_3,183704,183703,183703,1.0,1.0,1.0,0.9997278215380261,0.9999782257230421,0.999749595814984,145408,183704,Flipped,chr4,F3,1.0,0.0,0.0002721784619739154
F3_6,183704,183703,183703,1.0,1.0,1.0,0.9917910975868658,1.0,0.9917910975868658,154989,183704,Flipped,chr4,F3,1.0,0.0,0.008208902413134211
F3_7,183704,183703,183703,1.0,1.0,1.0,0.9816279538167586,0.999989112861521,0.9816388409552376,142057,183704,Flipped,chr4,F3,1.0,0.0,0.018372046183241397
F3_8,183704,183703,183703,1.0,1.0,1.0,0.9400608591040974,1.0,0.9400608591040974,166582,183704,Flipped,chr4,F3,1.0,0.0,0.059939140895902576
F3_10,183704,183703,183703,1.0,1.0,1.0,0.9999074593229289,0.9999074593229289,1.0,149427,183704,Flipped,chr4,F3,1.0,0.0,9.25406770710957e-05
F3_11,183704,183703,183703,1.0,1.0,1.0,0.9999020157536894,0.9999020157536894,1.0,153522,183704,Flipped,chr4,F3,1.0,0.0,9.798424631057845e-05
F3_15,183704,183703,183703,1.0,1.0,1.0,0.9999074593229289,1.0,0.9999074593229289,159061,183704,Flipped,chr4,F3,1.0,0.0,9.25406770710957e-05
F3_17,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,175561,183704,Flipped,chr4,F3,1.0,0.0,0.0
F3_18,183704,183703,183703,1.0,1.0,1.0,0.9998802414767315,1.0,0.9998802414767315,149183,183704,Flipped,chr4,F3,1.0,0.0,0.00011975852326850944
F3_19,183704,183703,183703,1.0,1.0,1.0,0.970152909859937,0.9783509251345922,0.9766851929473117,160381,183704,Flipped,chr4,F3,1.0,0.0,0.029847090140063037
F3_20,183704,183703,183703,1.0,1.0,1.0,0.9999129028921684,0.9999129028921684,1.0,139378,183704,Flipped,chr4,F3,1.0,0.0,8.709710783161295e-05
F3_21,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,1.0,0.9999945564307605,144180,183704,Flipped,chr4,F3,1.0,0.0,5.443569239482748e-06
F3_24,183704,183703,183703,1.0,1.0,1.0,0.9999727821538026,0.9999836692922816,0.999989112861521,158768,183704,Flipped,chr4,F3,1.0,0.0,2.7217846197413742e-05
F3_25,183704,183703,183703,1.0,1.0,1.0,0.9215744979668269,1.0,0.9215744979668269,145022,183704,Flipped,chr4,F3,1.0,0.0,0.07842550203317311
F3_27,183704,183703,183703,1.0,1.0,1.0,0.998454026335988,1.0,0.998454026335988,148868,183704,Flipped,chr4,F3,1.0,0.0,0.0015459736640119903
F3_29,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.999989112861521,0.9999945564307605,139238,183704,Flipped,chr4,F3,1.0,0.0,1.6330707718448245e-05
F3_32,183704,183703,183703,1.0,1.0,1.0,0.9698317392748077,0.9999945564307605,0.9698371828440472,147368,183704,Flipped,chr4,F3,1.0,0.0,0.030168260725192297
F3_34,183704,183703,183703,1.0,1.0,1.0,0.9998312493535761,0.9998421364920551,0.999989112861521,145677,183704,Flipped,chr4,F3,1.0,0.0,0.00016875064642385418
F3_35,183704,183703,183703,1.0,1.0,1.0,0.9314872375519181,0.999989112861521,0.931498124690397,134617,183704,Flipped,chr4,F3,1.0,0.0,0.06851276244808191
F3_36,183704,183703,183703,1.0,1.0,1.0,0.9971366825800341,1.0,0.9971366825800341,143427,183704,Flipped,chr4,F3,1.0,0.0,0.0028633174199659273
F3_37,183704,183703,183703,1.0,1.0,1.0,0.9998965721844499,0.9999564514460841,0.9999401207383657,147512,183704,Flipped,chr4,F3,1.0,0.0,0.0001034278155500612
F3_38,183704,183703,183703,1.0,1.0,1.0,0.9999020157536894,0.999989112861521,0.9999129028921684,137474,183704,Flipped,chr4,F3,1.0,0.0,9.798424631057845e-05
F3_39,183704,183703,183703,1.0,1.0,1.0,0.9971312390107946,0.9971366825800341,0.9999945564307605,157691,183704,Flipped,chr4,F3,1.0,0.0,0.00286876098920541
F3_40,183704,183703,183702,0.9999945564307605,1.0,0.9999945564307605,0.9324507493073058,0.9999673385845631,0.9324834107227427,139379,183703,Flipped,chr4,F3,0.9999972782153803,-2.7217846197968854e-06,0.06754380712345476
F3_42,183704,183703,183703,1.0,1.0,1.0,0.9996679422763918,0.9996679422763918,1.0,144482,183704,Flipped,chr4,F3,1.0,0.0,0.0003320577236082256
F3_43,183704,183703,183703,1.0,1.0,1.0,0.9653299075137586,0.999989112861521,0.9653407946522375,141663,183704,Flipped,chr4,F3,1.0,0.0,0.03467009248624142
F3_44,183704,183703,183703,1.0,1.0,1.0,0.9998965721844499,0.9999129028921684,0.9999836692922816,143786,183704,Flipped,chr4,F3,1.0,0.0,0.0001034278155500612
F3_45,183704,183703,183703,1.0,1.0,1.0,0.9674637866556344,0.9674692302248739,0.9999945564307605,135698,183704,Flipped,chr4,F3,1.0,0.0,0.03253621334436563
F3_46,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,148348,183704,Flipped,chr4,F3,1.0,0.0,0.0
F3_47,183704,183703,183703,1.0,1.0,1.0,0.9997223779687866,0.9999401207383657,0.9997822572304208,142370,183704,Flipped,chr4,F3,1.0,0.0,0.0002776220312133981
F3_48,183704,183703,183703,1.0,1.0,1.0,0.9917693233099079,0.9918019847253448,0.9999673385845631,144733,183704,Flipped,chr4,F3,1.0,0.0,0.008230676690092142
F3_52,183704,183703,183703,1.0,1.0,1.0,0.9756019226686554,0.9756019226686554,1.0,145916,183704,Flipped,chr4,F3,1.0,0.0,0.02439807733134458
F3_53,183704,183703,183703,1.0,1.0,1.0,0.9486453677947556,0.9709204531227035,0.9777249146720521,174762,183704,Flipped,chr4,F3,1.0,0.0,0.05135463220524439
F3_54,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.999989112861521,0.9999945564307605,130084,183704,Flipped,chr4,F3,1.0,0.0,1.6330707718448245e-05
F3_55,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,0.9999945564307605,1.0,144155,183704,Flipped,chr4,F3,1.0,0.0,5.443569239482748e-06
F3_59,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.9999836692922816,1.0,150966,183704,Flipped,chr4,F3,1.0,0.0,1.6330707718448245e-05
F3_64,183704,183703,183703,1.0,1.0,1.0,0.9281231117619201,0.9999727821538026,0.9281503296081175,144358,183704,Flipped,chr4,F3,1.0,0.0,0.07187688823807992
F3_67,183704,183703,183703,1.0,1.0,1.0,0.9997332651072656,0.9999673385845631,0.9997659265227024,130525,183704,Flipped,chr4,F3,1.0,0.0,0.0002667348927344326
F3_68,183704,183703,183703,1.0,1.0,1.0,0.9999020157536894,0.999989112861521,0.9999129028921684,152876,183704,Flipped,chr4,F3,1.0,0.0,9.798424631057845e-05
F3_69,183704,183703,183703,1.0,1.0,1.0,0.9819436808326484,0.9819491244018879,0.9999945564307605,149394,183704,Flipped,chr4,F3,1.0,0.0,0.01805631916735162
F3_71,183704,183703,183702,0.9999945564307605,1.0,0.9999945564307605,0.9608389628911885,0.9999782257230421,0.9608607371681465,132352,183703,Flipped,chr4,F3,0.9999972782153803,-2.7217846197968854e-06,0.03915559353957199
F3_75,183704,183703,183703,1.0,1.0,1.0,0.991475370570976,0.9917638797406684,0.9997114908303076,143030,183704,Flipped,chr4,F3,1.0,0.0,0.008524629429023989
F3_79,183704,183703,183703,1.0,1.0,1.0,0.9927872707576904,1.0,0.9927872707576904,152784,183704,Flipped,chr4,F3,1.0,0.0,0.007212729242309646
F3_82,183704,183703,183703,1.0,1.0,1.0,0.9612690048611073,0.9872674915488587,0.9740015133122486,161989,183704,Flipped,chr4,F3,1.0,0.0,0.038730995138892665
F3_83,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,0.999989112861521,0.999989112861521,142087,183704,Flipped,chr4,F3,1.0,0.0,2.1774276957930994e-05
F3_86,183704,183703,183703,1.0,1.0,1.0,0.991611459801963,0.9999945564307605,0.9916169033712025,140493,183704,Flipped,chr4,F3,1.0,0.0,0.008388540198037031
F3_87,183704,183703,183703,1.0,1.0,1.0,0.8741555663217259,0.8741555663217259,0.999989112861521,149718,183704,Flipped,chr4,F3,1.0,0.0,0.12584443367827414
F3_88,183704,183703,183703,1.0,1.0,1.0,0.9982580578433667,0.9998584671997736,0.9983995906435932,139916,183704,Flipped,chr4,F3,1.0,0.0,0.0017419421566332582
F3_91,183704,183703,183703,1.0,1.0,1.0,0.9999564514460841,0.9999727821538026,0.9999836692922816,140548,183704,Flipped,chr4,F3,1.0,0.0,4.354855391586199e-05
F3_95,183704,183703,183703,1.0,1.0,1.0,0.9934949347588227,0.999989112861521,0.9935058218973016,136971,183704,Flipped,chr4,F3,1.0,0.0,0.006505065241177332
F3_96,183704,183703,183698,0.9999727821538026,0.9999727821538026,1.0,0.9349275733112687,0.9349275733112687,1.0,148668,183699,Flipped,chr4,F3,0.9999863910769013,-1.3608923098762382e-05,0.06504520884253384
F3_98,183704,183703,183703,1.0,1.0,1.0,0.9999292335998867,0.999989112861521,0.9999401207383657,137088,183704,Flipped,chr4,F3,1.0,0.0,7.076640011327573e-05
F3_99,183704,183703,183703,1.0,1.0,1.0,0.9998040315073787,1.0,0.9998040315073787,166241,183704,Flipped,chr4,F3,1.0,0.0,0.00019596849262126792
F3_101,183704,183703,183703,1.0,1.0,1.0,0.9997550393842235,0.9997985879381392,0.9999564514460841,145723,183704,Flipped,chr4,F3,1.0,0.0,0.00024496061577650163
F3_103,183704,183703,183703,1.0,1.0,1.0,0.9986118898439329,1.0,0.9986118898439329,158288,183704,Flipped,chr4,F3,1.0,0.0,0.0013881101560671016
F3_104,183704,183703,183703,1.0,1.0,1.0,0.9999346771691262,0.9999564514460841,0.9999782257230421,138681,183704,Flipped,chr4,F3,1.0,0.0,6.532283087379298e-05
F3_105,183704,183703,183703,1.0,1.0,1.0,0.9999129028921684,1.0,0.9999129028921684,136036,183704,Flipped,chr4,F3,1.0,0.0,8.709710783161295e-05
F3_107,183704,183703,183703,1.0,1.0,1.0,0.9998203622150972,0.9999401207383657,0.9998802414767315,132907,183704,Flipped,chr4,F3,1.0,0.0,0.00017963778490281967
F3_109,183704,183703,183703,1.0,1.0,1.0,0.9469905227459541,0.947012297022912,0.9999782257230421,134671,183704,Flipped,chr4,F3,1.0,0.0,0.05300947725404592
F3_112,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,0.9999945564307605,1.0,140172,183704,Flipped,chr4,F3,1.0,0.0,5.443569239482748e-06
F3_113,183704,183703,183703,1.0,1.0,1.0,0.9998366929228156,0.9998366929228156,1.0,149151,183704,Flipped,chr4,F3,1.0,0.0,0.00016330707718437143
F3_114,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,1.0,0.999989112861521,179885,183704,Flipped,chr4,F3,1.0,0.0,1.0887138478965497e-05
F3_115,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,1.0,0.9999945564307605,141700,183704,Flipped,chr4,F3,1.0,0.0,5.443569239482748e-06
F3_116,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.999989112861521,1.0,179983,183704,Flipped,chr4,F3,1.0,0.0,1.0887138478965497e-05
F3_118,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,1.0,0.9999836692922816,157985,183704,Flipped,chr4,F3,1.0,0.0,1.6330707718448245e-05
F3_120,183704,183703,183703,1.0,1.0,1.0,0.9469143127766013,1.0,0.9469143127766013,142413,183704,Flipped,chr4,F3,1.0,0.0,0.05308568722339868
F3_122,183704,183703,183703,1.0,1.0,1.0,0.9664295085001333,0.9983070499665221,0.9681224585336113,140757,183704,Flipped,chr4,F3,1.0,0.0,0.033570491499866684
F3_130,183704,183703,183703,1.0,1.0,1.0,0.9998149186458577,0.9999782257230421,0.9998366929228156,140158,183704,Flipped,chr4,F3,1.0,0.0,0.00018508135414230242
F3_131,183704,183703,183703,1.0,1.0,1.0,0.9999564514460841,0.9999564514460841,1.0,143249,183704,Flipped,chr4,F3,1.0,0.0,4.354855391586199e-05
F3_132,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,1.0,0.9999945564307605,140987,183704,Flipped,chr4,F3,1.0,0.0,5.443569239482748e-06
F3_133,183704,183703,183703,1.0,1.0,1.0,0.9952423204846954,0.9952532076231744,0.9999782257230421,166622,183704,Flipped,chr4,F3,1.0,0.0,0.004757679515304591
F3_134,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.999989112861521,0.999989112861521,151403,183704,Flipped,chr4,F3,1.0,0.0,1.0887138478965497e-05
F3_139,183704,183703,183703,1.0,1.0,1.0,0.9771424527634279,0.9999836692922816,0.9771587834711464,132302,183704,Flipped,chr4,F3,1.0,0.0,0.022857547236572073
F3_143,183704,183703,183703,1.0,1.0,1.0,0.9563697925455763,0.9579157662095883,0.998454026335988,140144,183704,Flipped,chr4,F3,1.0,0.0,0.0436302074544237
F3_145,183704,183703,183703,1.0,1.0,1.0,0.9906806094620121,0.9917856540176263,0.9988949554443858,153825,183704,Flipped,chr4,F3,1.0,0.0,0.009319390537987915
F3_146,183704,183703,183703,1.0,1.0,1.0,0.9999564514460841,0.9999673385845631,0.9999782257230421,142657,183704,Flipped,chr4,F3,1.0,0.0,4.354855391586199e-05
F3_148,183704,183703,183703,1.0,1.0,1.0,0.9917747668791473,0.9917910975868658,0.9999836692922816,158594,183704,Flipped,chr4,F3,1.0,0.0,0.00822523312085266
F3_149,183704,183703,183703,1.0,1.0,1.0,0.9999673385845631,0.9999673385845631,1.0,149884,183704,Flipped,chr4,F3,1.0,0.0,3.266141543689649e-05
F3_150,183704,183703,183703,1.0,1.0,1.0,0.9736041327577666,0.9736150198962455,0.999989112861521,155459,183704,Flipped,chr4,F3,1.0,0.0,0.026395867242233417
F3_151,183704,183703,183703,1.0,1.0,1.0,0.9929342471271564,1.0,0.9929342471271564,133613,183704,Flipped,chr4,F3,1.0,0.0,0.007065752872843611
F3_152,183704,183703,183703,1.0,1.0,1.0,0.9224944611682988,0.9999564514460841,0.9225380097222147,147563,183704,Flipped,chr4,F3,1.0,0.0,0.07750553883170119
F3_154,183704,183703,183703,1.0,1.0,1.0,0.9999510078768447,1.0,0.9999510078768447,143914,183704,Flipped,chr4,F3,1.0,0.0,4.8992123155344736e-05
F3_160,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,1.0,0.9999782257230421,141592,183704,Flipped,chr4,F3,1.0,0.0,2.1774276957930994e-05
F3_161,183704,183703,183703,1.0,1.0,1.0,0.9997550393842235,0.9998530236305341,0.9999020157536894,149161,183704,Flipped,chr4,F3,1.0,0.0,0.00024496061577650163
F3_162,183704,183703,183703,1.0,1.0,1.0,0.9436862762175904,0.9475076618237046,0.9961786143938858,149193,183704,Flipped,chr4,F3,1.0,0.0,0.05631372378240962
F3_163,183704,183703,183703,1.0,1.0,1.0,0.9217378050440113,0.9917856540176263,0.9299358203186665,138760,183704,Flipped,chr4,F3,1.0,0.0,0.07826219495598874
F3_164,183704,183703,183703,1.0,1.0,1.0,0.999466530214531,0.9996407244301944,0.9998258057843367,148745,183704,Flipped,chr4,F3,1.0,0.0,0.0005334697854689763
F3_165,183704,183703,183703,1.0,1.0,1.0,0.9987643097826383,0.9987643097826383,1.0,179184,183704,Flipped,chr4,F3,1.0,0.0,0.0012356902173616957
F3_166,183704,183703,183703,1.0,1.0,1.0,0.9958901052241934,1.0,0.9958901052241934,147293,183704,Flipped,chr4,F3,1.0,0.0,0.0041098947758065885
F3_167,183704,183703,183703,1.0,1.0,1.0,0.9145686243556175,0.9145958422018149,0.9999727821538026,141495,183704,Flipped,chr4,F3,1.0,0.0,0.08543137564438252
F3_168,183704,183703,183703,1.0,1.0,1.0,0.999874797907492,0.999989112861521,0.999885685045971,143070,183704,Flipped,chr4,F3,1.0,0.0,0.0001252020925079922
F3_169,183704,183703,183703,1.0,1.0,1.0,0.9932554177122855,0.999885685045971,0.9933697326663147,139800,183704,Flipped,chr4,F3,1.0,0.0,0.006744582287714462
F3_170,183704,183703,183703,1.0,1.0,1.0,0.9998475800612946,0.999989112861521,0.9998584671997736,141471,183704,Flipped,chr4,F3,1.0,0.0,0.00015241993870540593
